model,dataset,total_s,fit_s,pred_s,timed_out
AdaptiveComplexityClassifier,Iris,0.07482441596221179,0.073462542030029,0.0009271660819649696,0.0
AdaptiveComplexityClassifier,Breast Cancer,0.6804358749650419,0.622903916053474,0.05724370793905109,0.0
AdaptiveContextMixingClassifier,Iris,0.6780562499770895,0.6756707910681143,0.0021184170618653297,0.0
AdaptiveContextMixingClassifier,Breast Cancer,6.6353770409477875,6.566193958045915,0.06888220901601017,0.0
AdaptiveHypervectorClassifier,Iris,1.0436586249852553,1.0416747080162168,0.0017128749750554562,0.0
AdaptiveHypervectorClassifier,Breast Cancer,35.20763879199512,34.1928657500539,1.0144244169350713,0.0
AdaptiveReservoirComplexityClassifier,Iris,0.7739621669752523,0.6617738750064746,0.11188929190393537,0.0
AdaptiveReservoirComplexityClassifier,Breast Cancer,1.6274531250819564,1.3250968750799075,0.30203349993098527,0.0
AdaptiveRiemannianFisherClassifier,Iris,0.0037145420210435987,0.003270499990321696,0.00022987497504800558,0.0
AdaptiveRiemannianFisherClassifier,Breast Cancer,0.05201824998948723,0.05152662505861372,0.0002591250231489539,0.0
AdaptiveTopologyClassifier,Iris,319.6391758751124,318.76751775003504,0.8714212499326095,0.0
AdaptiveTopologyClassifier,Breast Cancer,0.0005665000062435865,-1.0,-1.0,0.0
AntColonyHomologyClassifier,Iris,1.6385808340273798,1.6368039580993354,0.0014819169882684946,0.0
AntColonyHomologyClassifier,Breast Cancer,27.691494624945335,27.66182854201179,0.029328083037398756,0.0
BioInspiredCAClassifier,Iris,3.4108537500724196,3.409122750046663,0.0014633750542998314,0.0
BioInspiredCAClassifier,Breast Cancer,97.5336851249449,97.4569795000134,0.07639499998185784,0.0
BioInspiredSpeciationClassifier,Iris,19.892131957923993,19.8833595829783,0.008557791938073933,0.0
BioInspiredSpeciationClassifier,Breast Cancer,32.652350208954886,32.06529291695915,0.5868326670024544,0.0
DifferentiableTopologyClassifier,Iris,897.9037928329781,897.8380670420593,0.06546558300033212,0.0
DifferentiableTopologyClassifier,Breast Cancer,915.1625707910862,915.0814215419814,0.08083562494721264,0.0
