model,dataset,total_s,fit_s,pred_s,timed_out
AdaptiveDensityWeightedClassifier,Iris,0.00398629205301404,0.0023532079067081213,0.0012120830360800028,0.0
AdaptiveDensityWeightedClassifier,Wine,0.004098457982763648,0.0018132918048650026,0.001868666149675846,0.0
AdaptiveDensityWeightedClassifier,Breast Cancer,0.12281954195350409,0.11889837495982647,0.00371991703286767,0.0
AdaptiveDensityWeightedClassifier,Digits,0.179086749907583,0.12505075009539723,0.044771250104531646,0.0
AdaptiveDensityWeightedClassifier,Balance Scale,0.002409124979749322,0.0013134158216416836,0.000838541891425848,0.0
AdaptiveDensityWeightedClassifier,Blood Transfusion,0.008828542195260525,0.0030632498674094677,0.005492291878908873,0.0
AdaptiveDensityWeightedClassifier,Haberman,0.00293420790694654,0.00154037494212389,0.0011350831482559443,0.0
AdaptiveDensityWeightedClassifier,Seeds,0.001787165878340602,0.001107540912926197,0.0005036669317632914,0.0
AdaptiveDensityWeightedClassifier,Teaching Assistant,0.0013258750550448895,0.0007427090313285589,0.0003739169333130121,0.0
AdaptiveDensityWeightedClassifier,Zoo,0.10693800006993115,0.10646775015629828,0.000239458866417408,0.0
AdaptiveDensityWeightedClassifier,Planning Relax,0.0032332499977201223,0.0021019589621573687,0.0008065830916166306,0.0
AdaptiveDensityWeightedClassifier,Ionosphere,0.10452275001443923,0.10248154192231596,0.0017980420961976051,0.0
AdaptiveDensityWeightedClassifier,Sonar,0.0016543329693377018,0.0008346668910235167,0.0006237500347197056,0.0
AdaptiveDensityWeightedClassifier,Glass,0.0022556670010089874,0.0015418340917676687,0.0005347079131752253,0.0
AdaptiveDensityWeightedClassifier,Vehicle,0.011765124974772334,0.005099416943266988,0.006474792025983334,0.0
AdaptiveDensityWeightedClassifier,Liver Disorders,1.1969622920732945,0.06123079196549952,1.1352073750458658,0.0
AdaptiveDensityWeightedClassifier,Heart Statlog,0.004138584015890956,0.003206708002835512,0.0007506669498980045,0.0
AdaptiveDensityWeightedClassifier,Pima Indians Diabetes,0.008498250041157007,0.003220875049009919,0.005074542015790939,0.0
AdaptiveDensityWeightedClassifier,Australian,0.04927537520416081,0.027372708078473806,0.021475333021953702,0.0
AdaptiveDensityWeightedClassifier,Monks-1,0.00469795917160809,0.0019193750340491533,0.002595999976620078,0.0
AdaptiveHistogramTreeClassifier,Iris,0.0648262919858098,0.06455229199491441,6.733415648341179e-05,0.0
AdaptiveHistogramTreeClassifier,Wine,0.17396604199893773,0.17360229208134115,0.00010808301158249378,0.0
AdaptiveHistogramTreeClassifier,Breast Cancer,4.385229957988486,4.384736000094563,0.00017541693523526192,0.0
AdaptiveHistogramTreeClassifier,Digits,37.93981116707437,37.93870879104361,0.00045712501741945744,0.0
AdaptiveHistogramTreeClassifier,Balance Scale,0.10170945920981467,0.10122641711495817,0.00011033308692276478,0.0
AdaptiveHistogramTreeClassifier,Blood Transfusion,0.500404957914725,0.4997798749245703,0.0003209998831152916,0.0
AdaptiveHistogramTreeClassifier,Haberman,0.15037712501361966,0.14985649986192584,0.00020812498405575752,0.0
AdaptiveHistogramTreeClassifier,Seeds,0.14478679094463587,0.14441458391956985,0.0001205839216709137,0.0
AdaptiveHistogramTreeClassifier,Teaching Assistant,0.5279169580899179,0.527468082960695,0.00013762502931058407,0.0
AdaptiveHistogramTreeClassifier,Zoo,0.738049125066027,0.7376619160640985,0.00011550006456673145,0.0
AdaptiveHistogramTreeClassifier,Planning Relax,1.6834644998889416,1.6829271249007434,0.00013412488624453545,0.0
AdaptiveHistogramTreeClassifier,Ionosphere,4.823298000032082,4.822804499883205,0.00019354186952114105,0.0
AdaptiveHistogramTreeClassifier,Sonar,7.595340750180185,7.594900666968897,0.00013483315706253052,0.0
AdaptiveHistogramTreeClassifier,Glass,1.448998959036544,1.4485648330301046,0.00015183305367827415,0.0
AdaptiveHistogramTreeClassifier,Vehicle,7.365890708053485,7.365240084007382,0.0003345420118421316,0.0
AdaptiveHistogramTreeClassifier,Liver Disorders,8.793667500140145,8.789395874831825,0.0034690829925239086,0.0
AdaptiveHistogramTreeClassifier,Heart Statlog,2.3780864579603076,2.377706332830712,0.00011708308011293411,0.0
AdaptiveHistogramTreeClassifier,Pima Indians Diabetes,2.2665112500544637,2.265898708952591,0.00032516708597540855,0.0
AdaptiveHistogramTreeClassifier,Australian,4.438073999946937,4.436339208856225,0.0003267081920057535,0.0
AdaptiveHistogramTreeClassifier,Monks-1,0.5868327079806477,0.5864474999252707,0.00013483315706253052,0.0
AdaptiveKernelClassifier,Iris,0.023090415867045522,0.0005167501512914896,0.022220041835680604,0.0
AdaptiveKernelClassifier,Wine,0.0257017919793725,0.0004310410004109144,0.025019665947183967,0.0
AdaptiveKernelClassifier,Breast Cancer,0.11655070795677602,0.00038229208439588547,0.11596462479792535,0.0
AdaptiveKernelClassifier,Digits,5.064455209067091,0.002557625062763691,5.061282791895792,0.0
AdaptiveKernelClassifier,Balance Scale,0.02066858299076557,0.00030266703106462955,0.020049208076670766,0.0
AdaptiveKernelClassifier,Blood Transfusion,0.09939437522552907,0.0009550419636070728,0.0982251251116395,0.0
AdaptiveKernelClassifier,Haberman,0.03097129100933671,0.0003412088844925165,0.030400583054870367,0.0
AdaptiveKernelClassifier,Seeds,0.03894720901735127,0.00043083401396870613,0.03833250002935529,0.0
AdaptiveKernelClassifier,Teaching Assistant,0.021702124970033765,0.0004305420443415642,0.021018417086452246,0.0
AdaptiveKernelClassifier,Zoo,0.058279542019590735,0.0005581250879913568,0.05718333413824439,0.0
